2020-07-22 23:00:51,77.92,220.78,227.27
2020-07-22 23:01:48,77.92,220.78,227.27
2020-07-22 23:04:14,77.92,220.78,227.27
2020-07-22 23:04:18,77.92,220.78,227.27
2020-07-22 23:04:22,77.92,220.78,227.27
2020-07-22 23:04:26,77.92,220.78,227.27
2020-07-22 23:04:30,77.92,220.78,227.27
2020-07-22 23:04:34,77.92,220.78,227.27
2020-07-22 23:04:38,77.92,220.78,227.27
2020-07-22 23:04:42,77.92,220.78,227.27
2020-07-22 23:05:06,77.92,220.78,227.27
2020-07-22 23:05:10,77.92,220.78,227.27
2020-07-22 23:05:14,77.92,220.78,227.27
2020-07-22 23:05:18,77.92,220.78,227.27
2020-07-22 23:05:22,77.92,220.78,227.27
2020-07-22 23:05:26,77.92,220.78,227.27
2020-07-22 23:05:30,77.92,220.78,227.27
2020-07-22 23:05:34,77.92,220.78,227.27
2020-07-22 23:07:12,77.92,220.78,227.27
2020-07-22 23:07:16,77.92,220.78,227.27
2020-07-22 23:07:20,77.92,220.78,227.27
2020-07-22 23:07:24,77.92,220.78,227.27
2020-07-22 23:07:28,77.92,220.78,227.27
2020-07-22 23:07:32,77.92,220.78,227.27
2020-07-22 23:07:36,77.92,220.78,227.27
2020-07-22 23:07:40,77.92,220.78,227.27
2020-07-22 23:07:44,77.92,220.78,227.27
2020-07-22 23:07:49,77.92,220.78,227.27
2020-07-22 23:07:53,77.92,220.78,227.27
2020-07-22 23:07:57,77.92,220.78,227.27
2020-07-22 23:08:01,77.92,220.78,227.27
2020-07-22 23:08:05,77.92,220.78,227.27
2020-07-22 23:08:09,77.92,220.78,227.27
2020-07-22 23:08:13,77.92,220.78,227.27
2020-07-22 23:08:17,77.92,220.78,227.27
2020-07-22 23:08:21,77.92,220.78,227.27
2020-07-22 23:08:25,77.92,220.78,227.27
2020-07-22 23:08:29,77.92,220.78,227.27
2020-07-22 23:08:33,77.92,220.78,227.27
2020-07-22 23:08:37,77.92,220.78,227.27
2020-07-22 23:08:41,77.92,220.78,227.27
2020-07-22 23:08:45,77.92,220.78,227.27
2020-07-22 23:08:49,77.92,220.78,227.27
2020-07-22 23:08:53,77.92,220.78,227.27
2020-07-22 23:08:57,77.92,220.78,227.27
2020-07-22 23:09:02,77.92,147.73,227.27
2020-07-22 23:09:06,77.92,97.40,227.27
2020-07-22 23:09:10,77.92,97.40,227.27
2020-07-22 23:09:14,77.92,97.40,227.27
2020-07-22 23:09:18,77.92,97.40,227.27
2020-07-22 23:09:22,77.92,97.40,227.27
2020-07-22 23:09:26,77.92,97.40,227.27
2020-07-22 23:09:30,77.92,97.40,227.27
2020-07-22 23:09:34,77.92,97.40,227.27
2020-07-22 23:09:39,77.92,97.40,227.27
2020-07-22 23:09:43,77.92,97.40,227.27
2020-07-22 23:09:47,77.92,97.40,227.27
2020-07-22 23:09:51,77.92,97.40,227.27
2020-07-22 23:09:55,77.92,97.40,227.27
2020-07-22 23:09:59,77.92,97.40,227.27
2020-07-22 23:10:03,77.92,97.40,227.27
2020-07-22 23:10:07,77.92,97.40,227.27
2020-07-22 23:10:11,77.92,97.40,227.27
2020-07-22 23:10:15,77.92,97.40,227.27
2020-07-22 23:10:19,77.92,97.40,227.27
2020-07-22 23:10:23,77.92,97.40,227.27
2020-07-22 23:10:27,77.92,97.40,227.27
2020-07-22 23:10:31,77.92,97.40,227.27
2020-07-22 23:10:35,77.92,97.40,227.27
2020-07-22 23:10:39,77.92,97.40,227.27
2020-07-22 23:10:43,77.92,97.40,227.27
2020-07-22 23:10:47,77.92,97.40,227.27
2020-07-22 23:10:51,77.92,97.40,227.27
2020-07-22 23:10:55,77.92,154.22,227.27
2020-07-22 23:10:59,38.96,154.22,170.45
2020-07-22 23:11:03,115.26,154.22,147.73
2020-07-22 23:11:07,115.26,154.22,147.73
2020-07-22 23:11:11,115.26,154.22,147.73
2020-07-22 23:11:15,115.26,154.22,147.73
2020-07-22 23:11:19,115.26,154.22,147.73
2020-07-22 23:11:23,115.26,154.22,147.73
2020-07-22 23:11:27,115.26,154.22,147.73
2020-07-22 23:11:31,115.26,154.22,147.73
2020-07-22 23:11:35,115.26,154.22,147.73
2020-07-22 23:11:39,115.26,154.22,147.73
2020-07-22 23:11:43,201.30,154.22,147.73
2020-07-22 23:11:47,201.30,154.22,147.73
2020-07-22 23:11:51,201.30,154.22,147.73
2020-07-22 23:11:55,201.30,154.22,147.73
2020-07-22 23:11:59,201.30,154.22,147.73
2020-07-22 23:12:03,201.30,154.22,147.73
2020-07-22 23:12:07,201.30,154.22,147.73
2020-07-22 23:12:11,201.30,154.22,147.73
2020-07-22 23:12:15,201.30,154.22,147.73
2020-07-22 23:12:19,201.30,154.22,147.73
2020-07-22 23:12:24,201.30,154.22,147.73
2020-07-22 23:12:28,201.30,154.22,147.73
2020-07-22 23:12:32,201.30,154.22,147.73
2020-07-22 23:12:36,201.30,154.22,147.73
2020-07-22 23:12:40,201.30,154.22,147.73
2020-07-22 23:12:44,201.30,154.22,147.73
2020-07-22 23:12:48,201.30,154.22,147.73
2020-07-22 23:12:52,201.30,154.22,147.73
2020-07-22 23:12:56,201.30,154.22,147.73
2020-07-22 23:13:00,201.30,154.22,147.73
2020-07-22 23:13:04,201.30,154.22,147.73
2020-07-22 23:13:08,201.30,154.22,147.73
2020-07-22 23:13:12,201.30,154.22,147.73
2020-07-22 23:13:16,201.30,154.22,147.73
2020-07-22 23:13:20,201.30,154.22,147.73
2020-07-22 23:13:24,201.30,154.22,147.73
2020-07-22 23:13:28,201.30,154.22,147.73
2020-07-22 23:13:32,201.30,154.22,147.73
2020-07-22 23:13:36,201.30,154.22,147.73
2020-07-22 23:13:40,201.30,154.22,147.73
2020-07-22 23:13:44,201.30,154.22,147.73
2020-07-22 23:13:48,201.30,154.22,147.73
2020-07-22 23:13:52,201.30,154.22,147.73
2020-07-22 23:13:57,201.30,154.22,147.73
2020-07-22 23:14:01,201.30,154.22,147.73
2020-07-22 23:14:05,201.30,154.22,147.73
2020-07-22 23:14:09,201.30,154.22,147.73
2020-07-22 23:14:13,201.30,154.22,147.73
2020-07-22 23:14:17,201.30,154.22,147.73
2020-07-22 23:14:21,201.30,154.22,147.73
2020-07-22 23:14:25,201.30,154.22,147.73
2020-07-22 23:14:29,201.30,154.22,147.73
2020-07-22 23:14:33,201.30,154.22,147.73
2020-07-22 23:14:37,201.30,154.22,147.73
2020-07-22 23:14:41,201.30,154.22,147.73
2020-07-22 23:14:45,201.30,154.22,147.73
2020-07-22 23:14:49,201.30,154.22,147.73
2020-07-22 23:14:53,201.30,154.22,147.73
2020-07-22 23:14:57,201.30,154.22,147.73
2020-07-22 23:15:01,201.30,154.22,147.73
2020-07-22 23:15:05,201.30,154.22,147.73
2020-07-22 23:15:09,201.30,154.22,147.73
2020-07-22 23:15:13,201.30,154.22,147.73
2020-07-22 23:15:17,201.30,154.22,147.73
2020-07-22 23:15:21,201.30,154.22,147.73
2020-07-22 23:15:25,201.30,154.22,147.73
2020-07-22 23:15:30,201.30,154.22,147.73
2020-07-22 23:15:34,201.30,154.22,147.73
2020-07-22 23:15:38,201.30,154.22,147.73
2020-07-22 23:15:42,201.30,154.22,147.73
2020-07-22 23:15:46,201.30,154.22,147.73
2020-07-22 23:15:50,201.30,154.22,147.73
2020-07-22 23:15:54,201.30,154.22,147.73
2020-07-22 23:15:58,201.30,154.22,147.73
2020-07-22 23:16:02,201.30,154.22,147.73
2020-07-22 23:16:06,201.30,154.22,147.73
2020-07-22 23:16:10,201.30,154.22,147.73
2020-07-22 23:16:14,201.30,154.22,147.73
2020-07-22 23:16:18,201.30,154.22,147.73
2020-07-22 23:16:22,201.30,154.22,147.73
2020-07-22 23:16:26,201.30,154.22,147.73
2020-07-22 23:16:30,201.30,154.22,147.73
2020-07-22 23:16:34,201.30,154.22,147.73
2020-07-22 23:16:38,201.30,154.22,147.73
2020-07-22 23:16:42,201.30,154.22,147.73
